id,sentence,difficulty
4358,Je me souviens d'une anecdote en particulier.,A2
4359,"Alors, le mieux pour satisfaire son désir d'achat patriotique, est-ce acheter une Toyota fabriquée dans le Nord de la France ou s'offrir une Renaud sortie de ses usines de Roumanie",B2
4360,"Fini les boutiques d'autrefois, adieu les voisins qu'on connaît bien.",B1
4361,"Depuis la salle panoramique de ce restaurant, la vue sur la ville est magnifique.",B1
4362,"Au sous-sol, il y a une cave, pour ranger le vin",B1
4363,Le risque de plagiat?,C1
4364,"Et, depuis sept ans, la Sorbonne forme des promotions de licenciés ès ""écrivain public, assistant en démarches administratives et en écritures privées"" qui iront exercer leurs talents dans les multiples secteurs que couvre la profession.",C1
4365,"A gauche, c'est ma salle de bain, avec vue sur mon jardin",A2
4366,C'est injuste On ne peut pas le condamner pour la faute qu'il a commise,B1
4367,"J'étais reconnaissant de l'obligeance qu'on me témoignait ; mais tantôt ma timidité m'empêchait d'en profiter, tantôt la fatigue d'une agitation sans but me faisait préférer la solitude aux plaisirs insipides que l'on m'invitait à partager.",C2
4368,"Normalement, c'est moi qui fais la cuisine le soir, mais samedi dernier, j'ai fait tout le ménage parce que ma mère était malade.",A2
4369,"Le grand objet de ces expéditions nocturnes, que Fabrice commandait en chef, était d'aller visiter les lignes dormantes, avant que les pêcheurs eussent entendu l'avertissement donné par les petites clochettes.",C1
4370,"Et pour cause: les seuls établissements non mixtes de l'Hexagone sont des institutions privées, même si elles ne représentent que 5% environ des écoles, collèges et lycées.",C1
4371,La classe de Mme Gaudé a fait une pièce de théâtre en anglais et la classe de M. Prêche a présenté un spectacle de danse.,A2
4372,"Et je me demande ce que je vais faire le jour où je pourrai plus faire le spectacle, car c'est ma vie.",A2
4373,"Certains partirent furibonds, jurant qu'ils ne se soumettraient jamais à un roi trop jeune pour avoir de la barbe au menton",C2
4374,"Aux Etats-Unis, des soldats risquent leur vie pour sauver de simples machines.",C2
4375,Son acte serait donc déterminé par une extériorité,C2
4376,"Et sans doute encore, le romantisme allemand dans lequel ces mouvements de l'esprit vont trouver comme une fluide cristalli- sation ne se présente pas au premier abord comme conscience malheureuse, ainsi que le fait le romantisme français.",C2
4377,"Tous les matins, il suit la même routine : il commence par se laver le visage avant de prendre une douche.",A2
4378,"A nos esprits plus clairvoyants, il fait valoir seulement cette lueur exquise d'éternité qui gît au fond de toute souffrance.",C1
4379,"Les comparaisons entre entreprises restent très difficiles et même si certains outils méthodologiques ont été développés comme l'Intangible Assets Monitor (Sveiby) ou le Balanced Scorecard (Norton et Kaplan), leurs approches restent discutées5",C2
4380,"Aujourd'hui, la classe inversée, une innovation pédagogique qui rencontre un succès sans précédent.",C1
4381,Cette notion est très importante.,B2
4382,L'ambiance était détestable dans l'entreprise: j'ai fini par démissionner.,B1
4383,"Je grimpai jusqu'à mi-pente, démontai et, tenant l'arc à demi bandé, parvins en haut de la colline.",C1
4384,Pourquoi le gouvernement a-t-il décidé une extension du public visé ?,B2
4385,"Un prêtre, confesseur du marquis del Dongo, eût pu sauver Prina en lui ouvrant la grille de l'église de San Giovanni, devant laquelle on traînait le malheureux ministre, qui même un instant fut abandonné dans le ruisseau, au milieu de la rue ; mais il refusa d'ouvrir sa grille avec dérision, et, six mois après, le marquis eut le bonheur de lui faire obtenir un bel avancement.",C1
4386,"Chaque année, l'humanité consomme plus de ressources que la Terre ne peut en produire en un an.",A2
4387,"Selon l'institut, qui s'appuie là sur d'autres études ou recherches, les raisons évoquées peuvent être multiples : ""lassitude"", ""manque de temps"", ""difficultés de transport ou insatisfactions liées à l'ambiance"".",C1
4388,"Une des originalités de la Fondation est d'impliquer la communauté scientifique dans la création des ressources pédagogiques, l'accompagnement des classes et la formation continue des enseignants.",C2
4389,"Dans les zones urbaines des pays pauvres, les plats gras et sucrés, peu chers et immédiatement disponibles, concurrencent la nourriture traditionnelle, plus coûteuse et plus longue à préparer.",C1
4390,"Cette voix, tous les voyageurs la connaissent",B2
4391,"Et toi, qu'est-ce que tu as prévu pendant les vacances ?",B1
4392,"Ce week-end on était à l'hôtel pour une réunion familiale, bon on hésite quoi, quand on croise les gens dans le couloir, on ne sait pas trop s'il faut porter le masque.",B1
4393,"Pour lui, parler sa langue maternelle avec ses filles, c'est surtout transmettre quelque chose de sa culture.",B1
4394,Je pars avec ma copine Igora dans le nord du pays faire du camping,A2
4395,On va s'occuper d'elle jusqu'à ce qu'elle aille mieux.,A2
4396,Le Canada se trouve au nord de l'amerique,A1
4397,"Bien sûr, il ne s'agit pas de travailler mais bien de participer et les séjours sont aussi organisés de manière à se faire plaisir.",B1
4398,"Pendant les trois années d'études, je vivais déjà chez elle.",A1
4399,"Vous ne vous rendez pas compte, monsieur, j'ai douze ans et demi, et je n'ai rien fait.",B1
4400,Les dents se trouvent dans la bouche,B1
4401,"Et cela ne changera pas, tant qu'aucune des élites économiques, administratives et politiques françaises ne sera passée par l'université, pour d'autres cursus que le droit et la médecine, monopoles traditionnels des facs.",C2
4402,"Les sots font de leur morale une masse compacte et indivisible, pour qu'elle se mêle le moins possible avec leurs actions, et les laisse libres dans tous les détails.",C2
4403,"Les lois de programmation mentionnées à l'antépénultième alinéa de l'article 34 de la Constitution ont pour objet de déterminer ""les objectifs de l'action de l'État"".",C2
4404,"En effet, même si vous ne souhaitez pas acheter quelque chose, il est toujours intéressant de passer du temps dans les centres commerciaux",A2
4405,Monsieur avez-vous vu monsieur de Cyrano ?,A1
4406,"Il a atteint, il y a quelques heures, la côte indienne où des dégâts et une douzaine de premières victimes sont à déplorer",B1
4407,"Lorsqu'il y a un éclair avec des nuages et de la pluie, il risque d'y avoir de la foudre et du tonnerre",B1
4408,Notre pays a intérêt à développer la culture technique et scientifique.,C2
4409,"2 à 3 minutes dans l'huile bouillante, et pour les accompagner, notre chef prépare la traditionnelle sauce chien"" : olgnon, cive, persil, sel, polvre, un peu de thym",C1
4410,J'ouvre la porte.,A1
4411,On ne se comprend pas du tout.,A2
4412,"2003, qui leur impose de prendre en charge la fin de vie de leurs appareils.",B1
4413,"Pareil pour les mathématiques , poursuit-il.",B2
4414,Vous méritez un coup de chapeau pour ce merveilleux spectacle innovant et divertissant !,C1
4415,Idem pour ceux qui les élisent.,B2
4416,"D'autres instruments ont ""sniffé"" les gaz à la surface de la comète et la récolte a été bonne. Le robot, qui pèse 100 kg sur la Terre, a une masse d'un gramme sur la comète, a recueilli une mine d'images et de données scientifiques, transmis à la sonde Rosetta qui les a renvoyés sur Terre.",B2
4417,"Sans parler des cantines d'entreprises, des bistrots branchés, des snacks et des bars de quartier.",B2
4418,Personne ne doit être reçu dans les fortifications par faveur ou par recommandation.,C2
4419,Je commande du poisson avec de la purée.,A1
4420,"Comme il mettait un grand prix à lui maintenir dans la société la place que son caractère méritait, et dont sa situation semblait l'exclure, il avait invité à souper plusieurs femmes de ses parentes et de ses amies qui avaient consenti à voir Ellénore.",C2
4421,"Des îles entières se retrouvent recouvertes par les déchets, c'est le cas de l'île Henderson sur laquelle 17 millions de tonnes de déchets se seraient accumulés car l'île est située tout proche d'un tourbillon géant, le gyre du Sud Pacifique.",B2
4422,La longueur est une distance mais une sensation aussi.,A1
4423,"C'était là le fruit qu'il avait retiré des études astrologiques de son ami l'abbé Blanès, aux prédictions duquel il ne croyait point.",C1
4424,"Et puis en outre, ça me paraît être un moyen prometteur pour lutter contre les inégalités et le décrochage scolaire.",C2
4425,J'ai oublié de vous dire : elle s'appelle Sarah.,A2
4426,C'est très gentil de sa part !,A2
4427,"Le frère de Stéphane peut venir les rechercher à l'aéroport le 26/11, mais malheureusement, il a refusé de les y conduire.",A2
4428,"Joe Biden a dû renoncer mardi à sa candidate pour diriger le budget à la Maison Blanche, Neera Tanden, face à l'opposition de sénateurs-clés, premier revers pour le nouveau président démocrate qui dispose d'une très courte majorité au Congrès.",B2
4429,"Le précepteur Pangloss était l'oracle de la maison, et le petit Candide écoutait ses leçons avec toute la bonne foi de son âge et de son caractère.",B2
4430,"il y a du travail, des théâtres, des cinémas, la vie culturelle est riche",B1
4431,- Mais quoi !,B1
4432,J'aime bien courir le matin en été.,A1
4433,Voudrais-tu te joindre à nous ?,A2
4434,Je fais des exercices d'articulation,B2
4435,"La trottinette électrique est aussi limitée aux pistes cyclables ou sur la chaussée, entraînant des conflits avec les cyclistes et les automobilistes",B2
4436,"Non, ne lisez pas ce texte pour l'instant !",A2
4437,J'espère qu'on aura du beau temps,A2
4438,"Mon réveil sonne à six heures et demie, je me rendors pendant un quart d'heure, et je me lève vers sept heures moins le quart",A1
4439,"Une fois élu, VGE continue de rajeunir les codes",C1
4440,Son appartement est loin de l'Université.,A1
4441,"Dongo, ordinairement d'une avarice exécrable, vint à penser que ses ennemis pourraient bien triompher de la misère de sa soeur.",C1
4442,Mes parents sont divorcés et je vis avec ma mère.,A2
4443,Mes amis américains me disent que je m'exprime sans accent,B2
4444,"En plus de toutes ces activités, le Salon du Chocolat est également l'endroit rêvé pour découvrir et acheter les chocolats de nombreux artisans chocolatiers du monde entier, réunis en un seul lieu à Paris",B1
4445,"Ils héritent à 55 ans, en moyenne.",C1
4446,Votre façon de raconter des histoires est vraiment magnifique.,A2
4447,Elle se laissait aller au bercement des mélodies et se sentait elle-même vibrer de tout son être comme si les archets des violons se fussent promenés sur ses nerfs.,C2
4448,"Avant de laisser la parole à Monsieur Servat, qui saura mieux que moi parler de lui-même, j'aimerais lui souhaiter la bienvenue dans notre entreprise ainsi que beaucoup de succès dans son travail.",B1
4449,La huitième édition sera la bonne,C1
4450,"À partir de deux reportages sur les vacances des Français, invitez les apprenants à parler de leurs vacances.",B1
4451,"Et ce soir, il peut prendre son temps car sa femme et ses enfants vont rentrer tard.",A2
4452,Débuter la journée par un premier repas organisé autour d'une de ces boissons dopantes que l'on sucre peut sembler passablement anecdotique.,C2
4453,"Et comme la première entrée n'arrivait pas, ils buvaient de temps en temps une gorgée de champagne en grignotant des croûtes arrachées sur le dos des petits pains ronds.",C2
4454,La poitrine désigne aussi les seins d'une femme.,A2
4455,Je suis complétement en sécurité car j'ai une entière confiance en lui.,B1
4456,"Andrew : mon Dieu, les gens à la table à côté de la nôtre crient.",A2
4457,J'en profite pour me baigner à la rivière avec mes cousins presque tous les jours !,A2
4458,"Ellénore, en un mot, était en lutte constante avec sa destinée.",B2
4459,"Loin de faire l'unanimité, le téléphone mobile est souvent comparé à un cordon ombilical qui entrave l'autonomie, maintient la dépendance, infantilise.",B2
